TAS_A

 ======== test get_l2 ========= 

2026-02-10 16:43:16,448; DEBUG; pypromice.pipeline.aws; AWS(config_file=../aws-l0//tx/config/TAS_A.toml, inpath=../aws-l0//tx/, data_issues_repository=../PROMICE-AWS-data-issues, var_file=None, meta_file=None)
2026-02-10 16:46:32,814; WARNING; pypromice.pipeline.resample; Dropping QC columns because they are of type object and cannot be resampled
2026-02-10 16:46:33,389; INFO; pypromice.io.write; Resampling to 60min
2026-02-10 16:46:33,561; INFO; pypromice.io.write; Writing to files...
2026-02-10 16:46:39,701; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L3_test/stations/TAS_A/TAS_A_hour.csv
2026-02-10 16:46:39,702; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L3_test/stations/TAS_A/TAS_A_hour.nc
2026-02-10 16:46:39,713; WARNING; pypromice.pipeline.resample; Dropping QC columns because they are of type object and cannot be resampled
2026-02-10 16:46:39,963; INFO; pypromice.io.write; Resampling to 1D
2026-02-10 16:46:40,130; INFO; pypromice.io.write; Writing to files...
2026-02-10 16:46:40,831; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L3_test/stations/TAS_A/TAS_A_day.csv
2026-02-10 16:46:40,831; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L3_test/stations/TAS_A/TAS_A_day.nc
2026-02-10 16:46:40,841; WARNING; pypromice.pipeline.resample; Dropping QC columns because they are of type object and cannot be resampled
2026-02-10 16:46:41,112; INFO; pypromice.io.write; Resampling to MS
2026-02-10 16:46:41,271; INFO; pypromice.io.write; Writing to files...
2026-02-10 16:46:41,514; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L3_test/stations/TAS_A/TAS_A_month.csv
2026-02-10 16:46:41,515; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L3_test/stations/TAS_A/TAS_A_month.nc
